1737331207;23.0;26.0
1737331222;23.0;26.0
1737331237;23.0;26.0
1737331252;23.0;26.0
1737331268;23.0;26.0
1737331283;23.0;26.0
1737331298;23.0;26.0
1737331315;23.0;26.0
1737331331;23.0;26.0
1737331346;23.0;26.0
1737331361;23.0;26.0
1737331376;23.0;26.0
1737331391;23.0;26.0
1737331406;23.0;26.0
1737331422;23.0;26.0
1737331437;23.0;26.0
1737331452;23.0;26.0
1737331467;23.0;26.0
1737331482;23.0;26.0
1737331498;23.0;26.0
1737331513;23.0;26.0
1737331528;23.0;26.0
1737331543;23.0;26.0
1737331558;23.0;26.0
1737331573;23.0;26.0
1737331589;23.0;26.0
1737331604;23.0;26.0
1737331619;23.0;26.0
1737331634;23.0;26.0
1737331649;23.0;26.0
1737331664;23.0;26.0
1737331680;23.0;26.0
1737331695;23.0;26.0
1737331710;23.0;26.0
1737331725;23.0;26.0
1737331743;23.0;26.0
1737331758;23.0;26.0
1737331773;23.0;26.0
1737331788;23.0;26.0
1737331804;23.0;26.0
1737331819;23.0;26.0
1737331834;23.0;26.0
1737331849;23.0;26.0
1737331864;23.0;26.0
1737331879;23.0;26.0
1737331895;23.0;26.0
1737331910;23.0;26.0
1737331925;23.0;26.0
1737331940;23.0;26.0
1737331955;23.0;26.0
1737331970;23.0;26.0
1737331986;23.0;26.0
1737332001;23.0;26.0
1737332016;23.0;26.0
1737332031;23.0;26.0
1737332046;23.0;26.0
1737332064;23.0;26.0
1737332079;23.0;26.0
1737332095;23.0;26.0
1737332110;23.0;26.0
1737332127;23.0;26.0
1737332142;23.0;26.0
1737332158;23.0;26.0
1737332173;23.0;26.0
1737332188;23.0;26.0
1737332203;23.0;26.0
1737332218;23.0;26.0
1737332233;23.0;26.0
1737332249;23.0;26.0
1737332264;23.0;26.0
1737332279;23.0;26.0
1737332294;23.0;26.0
1737332309;23.0;26.0
1737332324;23.0;26.0
1737332340;23.0;26.0
1737332355;23.0;26.0
1737332370;23.0;26.0
1737332385;23.0;26.0
1737332400;23.0;26.0
1737332415;23.0;26.0
1737332431;23.0;26.0
1737332446;23.0;26.0
1737332461;23.0;26.0
1737332476;23.0;26.0
1737332491;23.0;26.0
1737332507;23.0;26.0
1737332522;23.0;26.0
1737332537;23.0;26.0
1737332552;23.0;26.0
1737332567;23.0;26.0
1737332582;23.0;26.0
1737332598;23.0;26.0
1737332613;23.0;26.0
1737332628;23.0;26.0
1737332643;23.0;26.0
1737332658;23.0;26.0
1737332674;23.0;26.0
1737332689;23.0;26.0
1737332704;23.0;26.0
1737332719;23.0;26.0
1737332734;23.0;26.0
1737332749;23.0;26.0
1737332765;23.0;26.0
1737332780;23.0;26.0
1737332798;23.0;26.0
1737332813;23.0;26.0
1737332828;23.0;26.0
1737332844;23.0;26.0
1737332859;23.0;26.0
1737332874;23.0;26.0
1737332889;23.0;26.0
1737332904;23.0;26.0
1737332919;23.0;26.0
1737332935;23.0;26.0
1737332950;23.0;26.0
1737332965;23.0;26.0
1737332982;23.0;26.0
1737332997;23.0;26.0
1737333013;23.0;26.0
1737333028;23.0;26.0
1737333043;23.0;26.0
1737333058;23.0;26.0
1737333073;23.0;26.0
1737333088;23.0;26.0
1737333104;23.0;26.0
1737333119;23.0;26.0
1737333134;23.0;26.0
1737333149;23.0;26.0
1737333164;23.0;26.0
1737333179;23.0;26.0
1737333195;23.0;26.0
1737333210;23.0;26.0
1737333225;23.0;26.0
1737333240;23.0;26.0
1737333255;23.0;26.0
1737333271;23.0;26.0
1737333286;23.0;26.0
1737333301;23.0;27.0
1737333316;23.0;27.0
1737333331;23.0;27.0
1737333346;23.0;27.0
1737333362;23.0;27.0
1737333377;23.0;27.0
1737333395;23.0;26.0
1737333410;23.0;27.0
1737333425;23.0;27.0
1737333440;23.0;27.0
1737333455;23.0;27.0
1737333471;23.0;27.0
1737333486;23.0;27.0
1737333501;23.0;27.0
1737333516;23.0;27.0
1737333531;23.0;27.0
1737333546;23.0;27.0
1737333561;23.0;27.0
1737333577;23.0;27.0
1737333592;23.0;27.0
1737333607;23.0;27.0
1737333622;23.0;27.0
1737333637;23.0;27.0
1737333653;23.0;27.0
1737333668;23.0;27.0
1737333683;23.0;27.0
1737333698;23.0;27.0
